Account,As_of_date,Company,AU,Currency,Primary Account,Secondary Account,GL Balance,ihub balnce,Balance Difference,Match Status,Comments,Anomaly
1619205,15-07-2023,10001,1234,USD,All Other Loans,Principal,949400.00,344000.00,-605400.00,Match,inconsistane variations,
1619205,26-07-2023,10001,1234,USD,All Other Loans,Defferred Costs,950800.00,344500.00,-606300.00,Break,consistannt increase or decrese,
1619205,06-08-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,952200.00,345000.00,-607200.00,Match,normal,
1619205,17-08-2023,10001,1234,USD,All Other Loans,Principal,953600.00,345500.00,-608100.00,Break,huge spike,
1619205,28-08-2023,10001,1234,USD,All Other Loans,Principal,955000.00,346000.00,-609000.00,Match,inline with previous balance,
1619205,08-09-2023,10001,1234,USD,All Other Loans,Defferred Costs,956400.00,346500.00,-609900.00,Break,inconsistane variations,
1619205,19-09-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,957800.00,347000.00,-610800.00,Match,consistannt increase or decrese,
1619205,30-09-2023,10001,1234,USD,All Other Loans,Principal,959200.00,347500.00,-611700.00,Break,normal,
1619205,11-10-2023,10001,1234,USD,All Other Loans,Principal,960600.00,348000.00,-612600.00,Match,huge spike,
1619205,22-10-2023,10001,1234,USD,All Other Loans,Defferred Costs,962000.00,348500.00,-613500.00,Break,inline with previous balance,
1619205,02-11-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,963400.00,349000.00,-614400.00,Match,inconsistane variations,
1619205,13-11-2023,10001,1234,USD,All Other Loans,Principal,964800.00,349500.00,-615300.00,Break,consistannt increase or decrese,
1619205,24-11-2023,10001,1234,USD,All Other Loans,Principal,966200.00,350000.00,-616200.00,Match,normal,
1619205,05-12-2023,10001,1234,USD,All Other Loans,Defferred Costs,967600.00,350500.00,-617100.00,Break,huge spike,
1619205,16-12-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,969000.00,351000.00,-618000.00,Match,inline with previous balance,
1619205,27-12-2023,10001,1234,USD,All Other Loans,Principal,970400.00,351500.00,-618900.00,Break,inconsistane variations,
1619205,07-01-2024,10001,1234,USD,All Other Loans,Principal,971800.00,352000.00,-619800.00,Match,consistannt increase or decrese,
1619205,18-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,973200.00,352500.00,-620700.00,Break,normal,
1619205,29-01-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,974600.00,353000.00,-621600.00,Match,huge spike,
1619205,09-02-2024,10001,1234,USD,All Other Loans,Principal,976000.00,353500.00,-622500.00,Break,inline with previous balance,
1619205,20-02-2024,10001,1234,USD,All Other Loans,Principal,977400.00,354000.00,-623400.00,Match,inconsistane variations,
1619205,02-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,978800.00,354500.00,-624300.00,Break,consistannt increase or decrese,
1619205,13-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,980200.00,355000.00,-625200.00,Match,normal,
1619205,24-03-2024,10001,1234,USD,All Other Loans,Principal,981600.00,355500.00,-626100.00,Break,huge spike,
1619205,04-04-2024,10001,1234,USD,All Other Loans,Principal,983000.00,356000.00,-627000.00,Match,inline with previous balance,
1619205,15-04-2024,10001,1234,USD,All Other Loans,Defferred Costs,984400.00,356500.00,-627900.00,Break,inconsistane variations,
1619205,26-04-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,985800.00,357000.00,-628800.00,Match,consistannt increase or decrese,
1619205,07-05-2024,10001,1234,USD,All Other Loans,Principal,987200.00,357500.00,-629700.00,Break,normal,
1619205,18-05-2024,10001,1234,USD,All Other Loans,Principal,988600.00,358000.00,-630600.00,Match,huge spike,
1619205,29-05-2024,10001,1234,USD,All Other Loans,Defferred Costs,990000.00,358500.00,-631500.00,Break,inline with previous balance,
1619205,09-06-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,991400.00,359000.00,-632400.00,Match,inconsistane variations,
1619205,20-06-2024,10001,1234,USD,All Other Loans,Principal,992800.00,359500.00,-633300.00,Break,consistannt increase or decrese,
1619205,01-07-2024,10001,1234,USD,All Other Loans,Principal,994200.00,360000.00,-634200.00,Match,normal,
1619205,12-07-2024,10001,1234,USD,All Other Loans,Defferred Costs,995600.00,360500.00,-635100.00,Break,huge spike,
1619205,23-07-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,997000.00,361000.00,-636000.00,Match,inline with previous balance,
1619205,03-08-2024,10001,1234,USD,All Other Loans,Principal,998400.00,361500.00,-636900.00,Break,inconsistane variations,
1619205,14-08-2024,10001,1234,USD,All Other Loans,Principal,999800.00,362000.00,-637800.00,Match,consistannt increase or decrese,
1619205,25-08-2024,10001,1234,USD,All Other Loans,Defferred Costs,1001200.00,362500.00,-638700.00,Break,normal,
1619205,05-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1002600.00,363000.00,-639600.00,Match,huge spike,
1619205,16-09-2024,10001,1234,USD,All Other Loans,Principal,1004000.00,363500.00,-640500.00,Break,inline with previous balance,
1619205,27-09-2024,10001,1234,USD,All Other Loans,Principal,1005400.00,364000.00,-641400.00,Match,inconsistane variations,
1619205,08-10-2024,10001,1234,USD,All Other Loans,Defferred Costs,1006800.00,364500.00,-642300.00,Break,consistannt increase or decrese,
1619205,19-10-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1008200.00,365000.00,-643200.00,Match,normal,
1619205,30-10-2024,10001,1234,USD,All Other Loans,Principal,1009600.00,365500.00,-644100.00,Break,huge spike,
1619205,10-11-2024,10001,1234,USD,All Other Loans,Principal,1011000.00,366000.00,-645000.00,Match,inline with previous balance,
1619205,21-11-2024,10001,1234,USD,All Other Loans,Defferred Costs,1012400.00,366500.00,-645900.00,Break,inconsistane variations,
1619205,02-12-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1013800.00,367000.00,-646800.00,Match,consistannt increase or decrese,
1619205,13-12-2024,10001,1234,USD,All Other Loans,Principal,1015200.00,367500.00,-647700.00,Break,normal,
1619205,24-12-2024,10001,1234,USD,All Other Loans,Principal,1016600.00,368000.00,-648600.00,Match,huge spike,
1619205,04-01-2025,10001,1234,USD,All Other Loans,Defferred Costs,1018000.00,368500.00,-649500.00,Break,inline with previous balance,
1619205,15-01-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1019400.00,369000.00,-650400.00,Match,inconsistane variations,
1619205,26-01-2025,10001,1234,USD,All Other Loans,Principal,1020800.00,369500.00,-651300.00,Break,consistannt increase or decrese,
1619205,06-02-2025,10001,1234,USD,All Other Loans,Principal,1022200.00,370000.00,-652200.00,Match,normal,
1619205,17-02-2025,10001,1234,USD,All Other Loans,Defferred Costs,1023600.00,370500.00,-653100.00,Break,huge spike,
1619205,28-02-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1025000.00,371000.00,-654000.00,Match,inline with previous balance,
1619205,11-03-2025,10001,1234,USD,All Other Loans,Principal,1026400.00,371500.00,-654900.00,Break,inconsistane variations,
1619205,22-03-2025,10001,1234,USD,All Other Loans,Principal,1027800.00,372000.00,-655800.00,Match,consistannt increase or decrese,
1619205,02-04-2025,10001,1234,USD,All Other Loans,Defferred Costs,1029200.00,372500.00,-656700.00,Break,normal,
1619205,13-04-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1030600.00,373000.00,-657600.00,Match,huge spike,
1619205,24-04-2025,10001,1234,USD,All Other Loans,Principal,1032000.00,373500.00,-658500.00,Break,inline with previous balance,
1619205,05-05-2025,10001,1234,USD,All Other Loans,Principal,1033400.00,374000.00,-659400.00,Match,inconsistane variations,
1619205,16-05-2025,10001,1234,USD,All Other Loans,Defferred Costs,1034800.00,374500.00,-660300.00,Break,consistannt increase or decrese,
1619205,27-05-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1036200.00,375000.00,-661200.00,Match,normal,
1619205,07-06-2025,10001,1234,USD,All Other Loans,Principal,1037600.00,375500.00,-662100.00,Break,huge spike,
1619205,18-06-2025,10001,1234,USD,All Other Loans,Principal,1039000.00,376000.00,-663000.00,Match,inline with previous balance,
1619205,29-06-2025,10001,1234,USD,All Other Loans,Defferred Costs,1040400.00,376500.00,-663900.00,Break,inconsistane variations,
1619205,10-07-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1041800.00,377000.00,-664800.00,Match,consistannt increase or decrese,
1619205,21-07-2025,10001,1234,USD,All Other Loans,Principal,1043200.00,377500.00,-665700.00,Break,normal,
1619205,01-08-2025,10001,1234,USD,All Other Loans,Principal,1044600.00,378000.00,-666600.00,Match,huge spike,
1619205,12-08-2025,10001,1234,USD,All Other Loans,Defferred Costs,1046000.00,378500.00,-667500.00,Break,inline with previous balance,
1619205,23-08-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1047400.00,379000.00,-668400.00,Match,inconsistane variations,
1619205,03-09-2025,10001,1234,USD,All Other Loans,Principal,1048800.00,379500.00,-669300.00,Break,consistannt increase or decrese,
1619205,14-09-2025,10001,1234,USD,All Other Loans,Principal,1050200.00,380000.00,-670200.00,Match,normal,
1619205,25-09-2025,10001,1234,USD,All Other Loans,Defferred Costs,1051600.00,380500.00,-671100.00,Break,huge spike,
1619205,06-10-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1053000.00,381000.00,-672000.00,Match,inline with previous balance,
1619205,17-10-2025,10001,1234,USD,All Other Loans,Principal,1054400.00,381500.00,-672900.00,Break,inconsistane variations,
1619205,28-10-2025,10001,1234,USD,All Other Loans,Principal,1055800.00,382000.00,-673800.00,Match,consistannt increase or decrese,
1619205,08-11-2025,10001,1234,USD,All Other Loans,Defferred Costs,1057200.00,382500.00,-674700.00,Break,normal,
1619205,19-11-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,1058600.00,383000.00,-675600.00,Match,huge spike,
1619205,30-11-2025,10001,1234,USD,All Other Loans,Principal,1060000.00,383500.00,-676500.00,Break,inline with previous balance,
1619205,11-12-2025,10001,1234,USD,All Other Loans,Principal,1061400.00,384000.00,-677400.00,Match,inconsistane variations,
1619205,22-12-2025,10001,1234,USD,All Other Loans,Defferred Costs,1062800.00,384500.00,-678300.00,Break,consistannt increase or decrese,
1619205,02-01-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1064200.00,385000.00,-679200.00,Match,normal,
1619205,13-01-2024,10001,1234,USD,All Other Loans,Principal,1065600.00,385500.00,-680100.00,Break,huge spike,
1619205,24-01-2024,10001,1234,USD,All Other Loans,Principal,1067000.00,386000.00,-681000.00,Match,inline with previous balance,
1619205,04-02-2024,10001,1234,USD,All Other Loans,Defferred Costs,1068400.00,386500.00,-681900.00,Break,inconsistane variations,
1619205,15-02-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1069800.00,387000.00,-682800.00,Match,consistannt increase or decrese,
1619205,26-02-2024,10001,1234,USD,All Other Loans,Principal,1071200.00,387500.00,-683700.00,Break,normal,
1619205,09-03-2024,10001,1234,USD,All Other Loans,Principal,1072600.00,388000.00,-684600.00,Match,huge spike,
1619205,20-03-2024,10001,1234,USD,All Other Loans,Defferred Costs,1074000.00,388500.00,-685500.00,Break,inline with previous balance,
1619205,31-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1075400.00,389000.00,-686400.00,Match,inconsistane variations,
1619205,11-04-2024,10001,1234,USD,All Other Loans,Principal,1076800.00,389500.00,-687300.00,Break,consistannt increase or decrese,
1619205,22-04-2024,10001,1234,USD,All Other Loans,Principal,1078200.00,390000.00,-688200.00,Match,normal,
1619205,03-05-2024,10001,1234,USD,All Other Loans,Defferred Costs,1079600.00,390500.00,-689100.00,Break,huge spike,
1619205,14-05-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1081000.00,391000.00,-690000.00,Match,inline with previous balance,
1619205,25-05-2024,10001,1234,USD,All Other Loans,Principal,1082400.00,391500.00,-690900.00,Break,inconsistane variations,
1619205,05-06-2024,10001,1234,USD,All Other Loans,Principal,1083800.00,392000.00,-691800.00,Match,consistannt increase or decrese,
1619205,16-06-2024,10001,1234,USD,All Other Loans,Defferred Costs,1085200.00,392500.00,-692700.00,Break,normal,
1619205,27-06-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1086600.00,393000.00,-693600.00,Match,huge spike,
1619205,08-07-2024,10001,1234,USD,All Other Loans,Principal,1088000.00,393500.00,-694500.00,Break,inline with previous balance,
1619205,19-07-2024,10001,1234,USD,All Other Loans,Principal,1089400.00,394000.00,-695400.00,Match,inconsistane variations,
1619205,30-07-2024,10001,1234,USD,All Other Loans,Defferred Costs,1090800.00,394500.00,-696300.00,Break,consistannt increase or decrese,
1619205,10-08-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1092200.00,395000.00,-697200.00,Match,normal,
1619205,21-08-2024,10001,1234,USD,All Other Loans,Principal,1093600.00,395500.00,-698100.00,Break,huge spike,
1619205,01-09-2024,10001,1234,USD,All Other Loans,Principal,1095000.00,396000.00,-699000.00,Match,inline with previous balance,
1619205,12-09-2024,10001,1234,USD,All Other Loans,Defferred Costs,1096400.00,396500.00,-699900.00,Break,inconsistane variations,
1619205,23-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,1097800.00,397000.00,-700800.00,Match,consistannt increase or decrese,
1619288,04-10-2019,10001,1234,USD,All Other Loans,Principal,1099200.00,397500.00,-701700.00,Break,normal,
1619288,15-10-2019,10001,1234,USD,All Other Loans,Principal,1100600.00,398000.00,-702600.00,Match,huge spike,
1619288,26-10-2019,10001,1234,USD,All Other Loans,Defferred Costs,1102000.00,398500.00,-703500.00,Break,inline with previous balance,
1619288,06-11-2019,10001,1234,USD,All Other Loans,Defferre Org Fees,1103400.00,399000.00,-704400.00,Match,inconsistane variations,
1619288,17-11-2019,10001,1234,USD,All Other Loans,Principal,1104800.00,399500.00,-705300.00,Break,consistannt increase or decrese,
1619288,28-11-2019,10001,1234,USD,All Other Loans,Principal,1106200.00,400000.00,-706200.00,Match,normal,
1619288,09-12-2019,10001,1234,USD,All Other Loans,Defferred Costs,1107600.00,400500.00,-707100.00,Break,huge spike,
1619288,20-12-2019,10001,1234,USD,All Other Loans,Defferre Org Fees,1109000.00,401000.00,-708000.00,Match,inline with previous balance,
1619288,31-12-2019,10001,1234,USD,All Other Loans,Principal,1110400.00,401500.00,-708900.00,Break,inconsistane variations,
1619288,11-01-2020,10001,1234,USD,All Other Loans,Principal,1111800.00,402000.00,-709800.00,Match,consistannt increase or decrese,
1619288,22-01-2020,10001,1234,USD,All Other Loans,Defferred Costs,1113200.00,402500.00,-710700.00,Break,normal,
1619288,02-02-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1114600.00,403000.00,-711600.00,Match,huge spike,
1619288,13-02-2020,10001,1234,USD,All Other Loans,Principal,1116000.00,403500.00,-712500.00,Break,inline with previous balance,
1619288,24-02-2020,10001,1234,USD,All Other Loans,Principal,1117400.00,404000.00,-713400.00,Match,inconsistane variations,
1619288,06-03-2020,10001,1234,USD,All Other Loans,Defferred Costs,1118800.00,404500.00,-714300.00,Break,consistannt increase or decrese,
1619288,17-03-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1120200.00,405000.00,-715200.00,Match,normal,
1619288,28-03-2020,10001,1234,USD,All Other Loans,Principal,1121600.00,405500.00,-716100.00,Break,huge spike,
1619288,08-04-2020,10001,1234,USD,All Other Loans,Principal,1123000.00,406000.00,-717000.00,Match,inline with previous balance,
1619288,19-04-2020,10001,1234,USD,All Other Loans,Defferred Costs,1124400.00,406500.00,-717900.00,Break,inconsistane variations,
1619288,30-04-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1125800.00,407000.00,-718800.00,Match,consistannt increase or decrese,
1619288,11-05-2020,10001,1234,USD,All Other Loans,Principal,1127200.00,407500.00,-719700.00,Break,normal,
1619288,22-05-2020,10001,1234,USD,All Other Loans,Principal,1128600.00,408000.00,-720600.00,Match,huge spike,
1619288,02-06-2020,10001,1234,USD,All Other Loans,Defferred Costs,1130000.00,408500.00,-721500.00,Break,inline with previous balance,
1619288,13-06-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1131400.00,409000.00,-722400.00,Match,inconsistane variations,
1619288,24-06-2020,10001,1234,USD,All Other Loans,Principal,1132800.00,409500.00,-723300.00,Break,consistannt increase or decrese,
1619288,05-07-2020,10001,1234,USD,All Other Loans,Principal,1134200.00,410000.00,-724200.00,Match,normal,
1619288,16-07-2020,10001,1234,USD,All Other Loans,Defferred Costs,1135600.00,410500.00,-725100.00,Break,huge spike,
1619288,27-07-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,1137000.00,411000.00,-726000.00,Match,inline with previous balance,
